video_id,block,animal,date,time,day_num,trial,trial_type,PlatformQuadrant,StartLocation,Comments,Distance moved Center-point Total cm,Velocity Center-point Mean cm/s,Distance to point Arena (Center) / Center-point Mean cm,Distance to point Arena (Center) / Center-point Total cm,Distance to point SE Platform (Center) / Center-point Mean cm,Distance to point SE Platform (Center) / Center-point Total cm,Distance to point NW Platform (Center) / Center-point Mean cm,Distance to point NW Platform (Center) / Center-point Total cm,Distance to point NE Platform (Center) / Center-point Mean cm,Distance to point NE Platform (Center) / Center-point Total cm,Distance to point SW Platform (Center) / Center-point Mean cm,Distance to point SW Platform (Center) / Center-point Total cm,In zone Arena / Center-point Frequency,In zone Arena / Center-point Cumulative Duration s,In zone Arena / Center-point Latency to First s,In zone Arena / Center-point Cumulative Duration %,In zone NW Quad / Center-point Frequency,In zone NW Quad / Center-point Cumulative Duration s,In zone NW Quad / Center-point Latency to First s,In zone NW Quad / Center-point Cumulative Duration %,In zone NE Quad / Center-point Frequency,In zone NE Quad / Center-point Cumulative Duration s,In zone NE Quad / Center-point Latency to First s,In zone NE Quad / Center-point Cumulative Duration %,In zone SE Quad / Center-point Frequency,In zone SE Quad / Center-point Cumulative Duration s,In zone SE Quad / Center-point Latency to First s,In zone SE Quad / Center-point Cumulative Duration %,In zone SW Quad / Center-point Frequency,In zone SW Quad / Center-point Cumulative Duration s,In zone SW Quad / Center-point Latency to First s,In zone SW Quad / Center-point Cumulative Duration %,In zone SW Annulus / Center-point Frequency,In zone SW Annulus / Center-point Cumulative Duration s,In zone SW Annulus / Center-point Latency to First s,In zone SW Annulus / Center-point Cumulative Duration %,In zone SE Annulus / Center-point Frequency,In zone SE Annulus / Center-point Cumulative Duration s,In zone SE Annulus / Center-point Latency to First s,In zone SE Annulus / Center-point Cumulative Duration %,In zone NE Annulus / Center-point Frequency,In zone NE Annulus / Center-point Cumulative Duration s,In zone NE Annulus / Center-point Latency to First s,In zone NE Annulus / Center-point Cumulative Duration %,In zone NW Annulus / Center-point Frequency,In zone NW Annulus / Center-point Cumulative Duration s,In zone NW Annulus / Center-point Latency to First s,In zone NW Annulus / Center-point Cumulative Duration %,EscapeLatency(s),DistanceMoved(cm),Velocity(cm/s),TotalSearchError(cm*s),MeanSearchError(cm),ProbeWeight,MeanSearchError*ProbeWeight,TimeInQuad(%),TimeInOppoQuad(%),TimeInPrevQuad(%),SLI,rat_source,dob,date_received,sex,AgeMon,strain,genotype,DailyAgeMos,age_mo,group
Statistics-MEM1B_MWM_SLI_Day07.xlsx,Block4,L187,45011,9:00:00 AM,Day07,Trial3,Train,SW,S,,68.7917,17.0063,56.5569,6899.94,62.9808,7683.65,80.5855,9831.44,97.899,11943.7,20.8202,2540.07,1,4.07851,0,100,0,0,-,0,0,0,-,0,1,0.768899,0,18.8525,1,1.27035,0.768899,31.1475,1,0.267443,2.03925,6.55737,0,0,-,0,0,0,-,0,0,0,-,0,4.07851,68.7917,17.0063,0,0,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.74964407,6,Young Adult
Statistics-MEM1B_MWM_SLI_Day08.xlsx,Block4,L187,45012,9:00:00 AM,Day08,Trial1,Train,SW,E,,505.454,29.4058,49.0886,25329.7,61.8639,31921.8,62.4486,32223.5,63.6912,32864.7,58.6273,30251.7,1,17.2223,0,100,1,3.5713,3.5713,20.7364,2,3.17078,0,18.4109,4,3.57129,0.634155,20.7364,2,4.17208,3.03727,24.2248,1,0.133506,15.1864,0.775192,3,0.467273,1.96922,2.71318,0,0,-,0,0,0,-,0,17.2223,505.454,29.4058,788.4141819,58.92693771,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.782499179,6,Young Adult
Statistics-MEM1B_MWM_SLI_Day08.xlsx,Block4,L187,45012,9:00:00 AM,Day08,Trial2,Train,SW,W,,191.095,26.3746,44.4064,9680.58,77.1588,16820.6,43.3381,9447.71,69.0267,15047.8,45.0515,9821.22,1,7.27878,0,100,2,3.3055,0.200333,45.4129,1,0.801334,3.20533,11.0092,0,0,-,0,2,1.13522,0,15.5963,1,0.133555,5.24206,1.83485,0,0,-,0,0,0,-,0,0,0,-,0,7.27878,191.095,26.3746,255.1622484,51.38237687,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.782499179,6,Young Adult
Statistics-MEM1B_MWM_SLI_Day08.xlsx,Block4,L187,45012,9:00:00 AM,Day08,Trial3,Probe,SW,N,,942.983,31.4074,52.9217,47682.4,58.0319,52286.7,70.305,63344.8,47.9224,43178.1,79.8669,71960.1,1,30.0576,0,100,5,5.67125,0,18.8679,4,13.5443,0.467044,45.061,6,5.30429,3.50283,17.6471,3,3.20259,5.97149,10.6548,0,0,-,0,6,0.600486,4.83724,1.99778,1,0.300242,10.4751,0.998888,3,0.333604,7.20582,1.10988,30.0576,942.983,31.4074,2192.620048,82.86633038,1.3,107.7262295,10.6548,45.061,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.782499179,6,Young Adult
Statistics-MEM1B_MWM_REV_Day09.xlsx,Block5,L187,45013,9:00:00 AM,Day09,Trial1,Train-Rev,NE,N,,468.441,26.776,49.9833,26241.3,56.6175,29724.2,69.4908,36482.6,63.2867,33225.5,60.1802,31594.6,1,17.5282,0,100,2,2.93806,0,16.7619,2,1.16854,0.567579,6.66667,2,5.44208,8.81417,31.0476,2,4.94128,3.37209,28.1905,2,0.233709,4.13999,1.33333,2,0.166935,9.41513,0.952381,1,0.133548,15.4916,0.761905,0,0,-,0,17.5282,468.441,26.776,1036.375378,67.95886093,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.815354288,6,Young Adult
Statistics-MEM1B_MWM_REV_Day09.xlsx,Block5,L187,45013,9:00:00 AM,Day09,Trial2,Train-Rev,NE,S,,920.711,25.9761,49.3592,52468.9,57.5438,61169,71.6099,76121.3,77.9036,82811.6,42.7077,45398.3,1,35.4779,0,100,2,3.53778,9.71221,9.97178,3,2.40302,11.7815,6.77328,6,10.313,0,29.0687,4,16.5875,0.333753,46.7545,0,0,-,0,2,0.233627,12.7827,0.658513,1,0.133501,33.4421,0.376293,0,0,-,0,35.4779,920.711,25.9761,2511.578968,80.68617811,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.815354288,6,Young Adult
Statistics-MEM1B_MWM_REV_Day09.xlsx,Block5,L187,45013,9:00:00 AM,Day09,Trial3,Train-Rev,NE,E,,721.6,24.1547,54.0788,48454.6,55.6323,49846.5,74.1113,66403.7,57.7681,51760.2,72.4545,64919.2,1,29.9075,0,100,4,4.57291,9.47961,15.2902,4,7.7439,0,25.8929,5,7.81066,0.767714,26.1161,3,6.20847,13.0845,20.7589,0,0,-,0,4,0.333789,16.7896,1.11607,1,0.166895,27.8714,0.558037,2,0.166895,11.716,0.558037,29.9075,721.6,24.1547,1646.56955,60.13303781,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.815354288,6,Young Adult
Statistics-MEM1B_MWM_REV_Day10.xlsx,Block5,L187,45014,9:00:00 AM,Day10,Trial1,Train-Rev,NE,S,,658.589,30.2599,45.5973,29775,55.1879,36037.7,67.7407,44234.7,69.6794,45500.6,49.3737,32241,1,21.7978,0,100,4,3.07105,2.53696,14.0888,3,2.06962,2.93753,9.49464,4,5.64139,0,25.8806,3,7.94468,0.500715,36.4472,0,0,-,0,2,0.166905,4.27277,0.765697,1,0.200286,19.7616,0.918836,2,0.200286,10.6152,0.918836,21.7978,658.589,30.2599,1302.8777,72.12770422,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.848209397,6,Young Adult
Statistics-MEM1B_MWM_REV_Day10.xlsx,Block5,L187,45014,9:00:00 AM,Day10,Trial2,Train-Rev,NE,N,,950.525,27.8942,45.8151,46823,65.3741,66812.3,55.3608,56578.7,55.9359,57166.5,58.4454,59731.2,1,34.1095,0,100,6,7.8098,0,22.8963,5,7.77642,0.801004,22.7984,4,4.4389,7.40929,13.0137,5,10.3129,2.93702,30.2348,3,0.667504,6.44141,1.95695,1,0.534003,8.84443,1.56556,1,0.200251,32.0736,0.587084,1,0.300377,20.726,0.880627,34.1095,950.525,27.8942,1837.229185,57.55249939,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.848209397,6,Young Adult
Statistics-MEM1B_MWM_REV_Day10.xlsx,Block5,L187,45014,9:00:00 AM,Day10,Trial3,Probe-Rev,NE,W,,796.263,26.5225,45.3098,40824.1,71.5745,64488.6,47.4457,42748.5,56.7106,51096.2,60.5244,54532.5,1,30.0556,0,100,8,10.5078,0.400296,34.9612,5,7.00518,15.1112,23.3074,2,2.66864,3.93624,8.87902,6,6.50481,0,21.6426,2,0.300222,6.97182,0.99889,0,0,-,0,5,0.83395,15.9118,2.77469,5,0.83395,2.13491,2.77469,30.0556,796.263,26.5225,1459.489881,56.58019459,,,23.3074,,21.6426,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.848209397,6,Young Adult
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,L187,45015,9:00:00 AM,Day11,Trial1,Cue,NW,W,,24.3917,8.89927,49.3948,4099.77,93.4625,7757.39,7.66317,636.043,68.6108,5694.7,62.391,5178.45,1,2.77429,0,100,1,0.735354,0,26.506,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,1,0.267402,0.735354,9.63857,2.77429,24.3917,8.89927,,,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.881064506,6,Young Adult
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,L187,45015,9:00:00 AM,Day11,Trial2,Cue,NW,S,,297.192,26.1479,43.2053,14733,48.9766,16701,59.7924,20389.2,70.776,24134.6,47.224,16103.4,1,11.3992,0,100,1,0.936007,8.42406,8.21115,0,0,-,0,1,4.84718,2.13944,42.522,3,3.04202,0,26.6862,2,0.234001,0.668576,2.05278,0,0,-,0,0,0,-,0,1,0.133715,9.36006,1.17302,11.3992,297.192,26.1479,,,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.881064506,6,Young Adult
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,L187,45015,9:00:00 AM,Day11,Trial3,Cue,SW,N,,135.789,20.3063,37.9615,7630.26,68.787,13826.2,43.219,8687.02,60.1272,12085.6,38.441,7726.63,1,6.72047,0,100,1,2.10642,1.33741,31.3433,1,1.33741,0,19.9005,0,0,-,0,1,1.2371,3.44382,18.408,1,0.200611,4.68093,2.98507,0,0,-,0,0,0,-,0,0,0,-,0,6.72047,135.789,20.3063,,,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.881064506,6,Young Adult
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,L187,45015,9:00:00 AM,Day11,Trial4,Cue,SW,E,,143.516,20.1429,43.7696,9366.7,44.2049,9459.84,75.3161,16117.6,66.8263,14300.8,48.9108,10466.9,1,7.15834,0,100,0,0,-,0,1,1.27111,2.64256,17.757,1,2.64256,0,36.9159,1,1.20421,3.91367,16.8224,1,0.234152,5.11788,3.27104,0,0,-,0,0,0,-,0,0,0,-,0,7.15834,143.516,20.1429,,,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.881064506,6,Young Adult
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,L187,45015,9:00:00 AM,Day11,Trial5,Cue,SE,W,,354.899,27.0854,53.9609,21206.6,72.4545,28474.6,53.4429,21003,63.6651,25020.4,66.9152,26297.7,1,13.1364,0,100,3,5.34814,0.200555,40.7125,1,2.20611,3.44287,16.7939,1,0.969351,10.128,7.37914,3,1.70472,0,12.9771,2,0.233981,8.82444,1.78117,2,1.20333,11.0974,9.1603,0,0,-,0,1,0.267407,7.18657,2.03562,13.1364,354.899,27.0854,,,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.881064506,6,Young Adult
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,L187,45015,9:00:00 AM,Day11,Trial6,Cue,SE,N,,425.293,24.5858,48.2485,25041,58.3843,30301.4,64.7828,33622.3,54.2006,28130.1,63.8007,33112.6,1,17.3317,0,100,3,3.30606,0,19.0751,2,5.77725,0.500917,33.3333,1,1.10202,14.1927,6.35838,1,5.10936,3.27266,29.4798,0,0,-,0,1,0.400734,15.2947,2.31214,0,0,-,0,0,0,-,0,17.3317,425.293,24.5858,,,,,,,,309,NIA,10/2/2022,2-Feb,M,4,F344,WT,5.881064506,6,Young Adult
Statistics-NRBP1A_MWM_SLI_Day01.xlsx,Block1,L196,44370,8:00:00 AM,Day01,Trial1,Train,SW,S,,1645.81,18.2866,77.4106,208931,73.3749,198039,97.7715,263885,88.0598,237673,83.4784,225308,1,90.0346,0,100,4,12.3426,38.1955,13.7088,4,22.1834,24.0848,24.6388,5,32.2577,0,35.8281,5,21.6497,11.542,24.0459,3,0.967397,64.2485,1.07447,0,0,-,0,0,0,-,0,1,0.266868,87.6328,0.296406,90.0346,1645.81,18.2866,7406.54375,85.42842223,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.14434345,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day01.xlsx,Block1,L196,44370,8:00:00 AM,Day01,Trial2,Train,SW,W,,1596.33,17.862,77.0372,206460,74.9722,200926,91.9253,246360,95.0297,254680,78.0394,209146,1,89.5035,0,99.4072,4,22.4843,9.37402,24.9722,2,7.33909,13.9109,8.15117,4,38.4635,2.16837,42.7195,5,20.8497,0,23.1567,0,0,-,0,0,0,-,0,0,0,-,0,2,0.166797,12.8768,0.185253,89.5035,1596.33,17.862,6865.372816,79.74791623,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.14434345,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day01.xlsx,Block1,L196,44370,8:00:00 AM,Day01,Trial3,Train,SW,N,,1622.22,18.0191,82.1433,221787,76.5828,206773,101.867,275041,79.0576,213456,96.3072,260029,1,90.0609,0,100,1,5.47037,15.4104,6.07407,4,37.5587,0,41.7037,4,28.586,2.16813,31.7407,2,18.4458,20.8808,20.4815,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,90.0609,1622.22,18.0191,8309.855903,99.17505742,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.14434345,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day02.xlsx,Block1,L196,44371,8:00:00 AM,Day02,Trial1,Train,SW,E,,2064.01,22.9327,82.024,221383,91.4251,246756,85.7267,231376,96.253,259787,78.6754,212345,1,90.0359,0,100,6,20.816,15.7121,23.1197,3,14.2777,19.7485,15.8577,3,19.2148,0,21.3412,5,35.7275,10.7082,39.6814,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,90.0359,2064.01,22.9327,6796.580958,79.85789764,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.17719855,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day02.xlsx,Block1,L196,44371,8:00:00 AM,Day02,Trial2,Train,SW,N,,1370.72,23.0172,76.8917,137329,81.4903,145542,88.8171,158627,91.5813,163564,74.2212,132559,1,59.5854,0,100,2,8.60752,11.0096,14.4457,3,13.0114,0,21.8365,4,12.978,1.8683,21.7805,4,22.4196,5.57154,37.626,4,0.867425,57.4836,1.45577,2,0.200174,23.6874,0.335945,0,0,-,0,0,0,-,0,59.5854,1370.72,23.0172,4138.07428,75.68352057,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.17719855,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day02.xlsx,Block1,L196,44371,8:00:00 AM,Day02,Trial3,Probe,SW,W,,780.216,26.0033,68.9048,62014.3,78.3498,70514.8,72.0692,64862.3,75.9781,68380.3,78.9152,71023.7,1,30.0379,0,100,3,11.648,0.133502,38.7778,2,5.07308,5.94084,16.8889,3,8.71101,7.00885,29,2,3.87156,0,12.8889,0,0,-,0,1,0.333755,7.47611,1.11111,0,0,-,0,1,0.400506,15.4529,1.33333,30.0379,780.216,26.0033,2294.225467,82.84781994,,,12.8889,16.8889,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.17719855,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day03.xlsx,Block2,L196,44372,8:00:00 AM,Day03,Trial1,Train,SW,S,,522.023,23.516,71.8212,47832.9,67.9677,45266.5,95.5539,63638.9,89.2834,59462.8,68.5662,45665.1,1,22.232,0,100,0,0,-,0,1,5.24088,3.03771,23.5736,3,7.11024,0,31.982,1,7.67772,12.518,34.5345,1,0.233669,20.1957,1.05105,1,0.166907,8.77931,0.750751,0,0,-,0,0,0,-,0,22.232,522.023,23.516,1441.284471,73.39255005,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.21005366,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day03.xlsx,Block2,L196,44372,8:00:00 AM,Day03,Trial2,Train,SW,N,,2525.82,28.0628,73.7584,199074,78.5995,212140,84.5073,228085,81.9964,221308,81.4094,219724,1,90.0392,0,100,6,19.3823,15.4791,21.5265,6,21.9177,0,24.3424,7,27.6222,2.03497,30.678,5,20.283,4.97067,22.5269,0,0,-,0,1,0.266881,10.375,0.296405,0,0,-,0,2,0.200161,84.0677,0.222304,90.0392,2525.82,28.0628,7093.704192,82.47292882,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.21005366,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day03.xlsx,Block2,L196,44372,8:00:00 AM,Day03,Trial3,Train,SW,E,,1323.07,24.567,66.7447,107793,71.7132,115817,80.8492,130571,83.7641,135279,69.9498,112969,1,53.889,0,100,5,10.1438,7.8748,18.8235,2,6.03957,12.1792,11.2074,4,18.1187,0,33.6223,5,16.4503,3.47025,30.5263,2,1.46818,51.8536,2.72446,2,0.200207,19.2866,0.371517,0,0,-,0,2,0.233574,42.3771,0.433435,53.889,1323.07,24.567,3502.655491,71.06315347,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.21005366,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day04.xlsx,Block2,L196,44373,8:00:00 AM,Day04,Trial1,Train,SW,E,,386.034,28.5387,64.2893,26101.5,86.1163,34963.2,63.9165,25950.1,77.1883,31338.5,60.563,24588.6,1,13.5601,0,100,2,1.97055,3.9411,14.532,1,3.40672,0.534387,25.1232,1,0.534387,0,3.94089,1,5.21028,6.31245,38.4237,2,0.734782,11.5227,5.41872,0,0,-,0,0,0,-,0,2,0.200394,5.21027,1.47782,13.5601,386.034,28.5387,593.0072128,61.76795353,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.24290877,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day04.xlsx,Block2,L196,44373,8:00:00 AM,Day04,Trial2,Train,SW,W,,2539.04,28.2108,71.8832,194013,66.6398,179861,93.6461,252751,87.3626,235792,77.2728,208559,1,90.0357,0,100,4,12.0092,15.3451,13.3383,5,14.5778,6.13804,16.1912,10,38.1292,2.60199,42.349,9,23.9183,0,26.5654,0,0,-,0,2,0.90069,39.2634,1.00037,2,0.200154,80.8953,0.222305,0,0,-,0,90.0357,2539.04,28.2108,6884.40403,78.3445666,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.24290877,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day04.xlsx,Block2,L196,44373,8:00:00 AM,Day04,Trial3,Probe,SW,N,,763.578,26.0327,58.4478,51434.1,77.7809,68447.2,62.1406,54683.7,87.2686,76796.3,53.6155,47181.7,1,29.3649,0,100,6,11.2454,0,38.2955,0,0,-,0,3,6.30678,5.10549,21.4773,6,10.4112,0.867599,35.4545,1,0.300322,20.1884,1.02272,1,0.367061,9.71044,1.25,0,0,-,0,4,0.400431,0.100107,1.36364,29.3649,763.578,26.0327,1324.452875,52.92687033,1.1,58.21955737,35.4545,0,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.24290877,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day05.xlsx,Block3,L196,44374,8:00:00 AM,Day05,Trial1,Train,SW,W,,2615.81,29.0639,73.0088,197051,75.8358,204681,85.9125,231878,87.3557,235773,75.47,203694,1,90.0354,0,100,6,15.8788,10.5747,17.6362,6,17.1464,6.93863,19.0441,7,29.2557,3.00229,32.4935,7,26.22,0,29.1219,1,0.166794,24.3186,0.185254,2,0.200153,73.4227,0.222305,2,0.133436,33.2921,0.148204,2,0.233512,16.5793,0.259356,90.0354,2615.81,29.0639,6724.198557,76.46645837,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.27576388,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day05.xlsx,Block3,L196,44374,8:00:00 AM,Day05,Trial2,Train,SW,S,,629.115,27.2679,64.8393,44868.8,68.6959,47537.5,82.1479,56846.4,94.661,65505.4,53.1531,36782,1,23.105,0,100,2,2.27044,7.7462,9.82659,2,1.56927,10.5175,6.79191,3,7.21198,0,31.2139,2,8.9482,3.70616,38.7283,1,0.267111,21.0683,1.15607,1,0.467443,12.6544,2.02312,1,0.100166,11.0183,0.433524,2,0.166944,9.21531,0.722543,23.105,629.115,27.2679,1156.194452,55.4053058,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.27576388,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day05.xlsx,Block3,L196,44374,8:00:00 AM,Day05,Trial3,Train,SW,N,,559.621,26.1098,62.4655,40165.3,86.9275,55894.4,60.8187,39106.4,94.4352,60721.8,46.119,29654.5,1,21.4667,0,100,3,5.24149,0.500779,24.4168,1,0.500779,0,2.33281,1,3.00468,10.483,13.9969,3,10.2827,2.13666,47.9005,2,0.567549,19.4302,2.64385,0,0,-,0,0,0,-,0,2,0.200313,8.88049,0.933132,21.4667,559.621,26.1098,740.940965,43.23172952,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.27576388,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day06.xlsx,Block3,L196,44375,8:00:00 AM,Day06,Trial1,Train,SW,W,,1727.45,27.3805,60.7386,114917,58.3563,110410,83.2381,157486,86.1008,162903,61.4179,116203,1,63.1237,0,100,3,9.07487,4.10371,14.3763,2,3.80344,28.2589,6.02537,7,28.6259,6.27234,45.3488,8,19.0506,0,30.1797,1,0.266908,61.0886,0.422833,1,0.533816,16.4148,0.845666,0,0,-,0,0,0,-,0,63.1237,1727.45,27.3805,3803.845242,62.46478286,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.30861899,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day06.xlsx,Block3,L196,44375,8:00:00 AM,Day06,Trial2,Train,SW,N,,2345.48,26.059,72.0389,194433,77.3994,208901,86.5328,233552,97.1758,262277,63.844,172315,1,90.04,0,100,6,10.5753,0,11.7451,4,9.30758,18.2482,10.3372,4,22.7185,6.73882,25.2316,6,46.1376,2.7022,51.2412,0,0,-,0,0,0,-,0,2,0.233523,21.284,0.259355,2,0.233523,30.3914,0.259355,90.04,2345.48,26.059,5495.81172,64.12573322,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.30861899,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day06.xlsx,Block3,L196,44375,8:00:00 AM,Day06,Trial3,Probe,SW,S,,787.792,26.2524,65.0645,58558,58.6965,52826.8,90.8797,81791.7,91.5113,82360.2,62.5996,56339.6,1,30.0418,0,100,1,3.4715,4.30599,11.5556,2,1.50209,2.40334,5,4,14.2866,0,47.5556,3,10.3811,7.77749,34.5556,0,0,-,0,0,0,-,0,2,0.13352,3.57164,0.444447,0,0,-,0,30.0418,787.792,26.2524,1805.442566,65.13562843,1.25,81.41953554,34.5556,5,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.30861899,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day07.xlsx,Block4,L196,44376,8:00:00 AM,Day07,Trial1,Train,SW,N,,143.179,18.8858,65.1893,14863.1,102.778,23433.4,40.7458,9290.05,84.2097,19199.8,55.4374,12639.7,1,7.61472,0,100,1,4.90949,0,64.4737,0,0,-,0,0,0,-,0,1,0.667958,4.90949,8.77193,1,0.667958,5.57745,8.77193,0,0,-,0,0,0,-,0,0,0,-,0,7.61472,143.179,18.8858,79.85465299,48.94888477,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.3414741,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day07.xlsx,Block4,L196,44376,8:00:00 AM,Day07,Trial2,Train,SW,S,,440.892,27.1118,75.151,36673.7,63.0244,30755.9,105.067,51272.6,89.9303,43886,76.6793,37419.5,1,16.2954,0,100,0,0,-,0,1,3.97367,2.80494,24.3852,2,6.24434,0,38.3197,1,4.04046,10.218,24.7951,1,0.567667,14.2585,3.4836,0,0,-,0,0,0,-,0,0,0,-,0,16.2954,440.892,27.1118,1177.046683,83.80266078,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.3414741,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day07.xlsx,Block4,L196,44376,8:00:00 AM,Day07,Trial3,Train,SW,W,,348.866,30.3556,58.3208,20120.7,66.6277,22986.6,72.5543,25031.2,68.99,23801.5,63.0903,21766.2,1,11.5261,0,100,1,2.00453,0,17.3913,1,2.57248,2.00453,22.3188,1,2.80635,4.57702,24.3478,2,1.93772,7.38337,16.8116,2,0.467725,8.48586,4.05798,0,0,-,0,0,0,-,0,0,0,-,0,11.5261,348.866,30.3556,662.6993699,69.63625008,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.3414741,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day08.xlsx,Block4,L196,44377,8:00:00 AM,Day08,Trial1,Train,SW,N,,2035.64,24.8775,66.4036,162954,69.3351,170148,83.3709,204592,88.0237,216010,64.9766,159453,1,81.86,0,100,5,13.9102,0,16.9927,5,11.0414,3.66936,13.4882,9,24.6848,5.80426,30.1549,8,28.5543,7.13857,34.8818,1,0.533725,79.8252,0.651997,2,0.233505,54.7735,0.285249,2,0.200146,4.67009,0.244498,2,0.30022,12.1422,0.366748,81.86,2035.64,24.8775,5055.382006,65.38450056,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.37432921,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day08.xlsx,Block4,L196,44377,8:00:00 AM,Day08,Trial2,Train,SW,W,,273.869,27.25,55.1626,16659.1,47.455,14331.4,88.3055,26668.2,74.1068,22380.2,63.2785,19110.1,1,10.0836,0,100,1,0.767958,0,7.61589,1,1.70286,0.767958,16.8874,1,4.74131,2.47082,47.0199,1,0.834737,7.21213,8.27814,1,0.233727,8.04687,2.31789,0,0,-,0,0,0,-,0,0,0,-,0,10.0836,273.869,27.25,567.085736,72.2856378,,,,,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.37432921,22,Older-Aged
Statistics-NRBP1A_MWM_SLI_Day08.xlsx,Block4,L196,44377,8:00:00 AM,Day08,Trial3,Probe,SW,E,,808.973,27.5711,71.1496,62611.6,65.6124,57738.9,98.8892,87022.5,101.1,88968.4,63.0466,55481,1,29.3748,0,100,0,0,-,0,1,2.06958,18.5261,7.04545,4,12.6512,0,43.0682,4,14.1199,2.73719,48.0682,2,0.267043,17.024,0.90909,0,0,-,0,0,0,-,0,0,0,-,0,29.3748,808.973,27.5711,1614.85657,63.88815668,1.3,83.05460368,48.0682,7.04545,,223,NIA,8/19/2019,17-Jun,F,22,F344,WT,22.37432921,22,Older-Aged
